CustomerID,Age,EmploymentYears,CreditScore,AnnualIncome,LoanAmount,InterestRate,LoanTerm,ExistingLoans,DebtToIncomeRatio,CollateralValue,Risk,LoanToIncomeRatio,MonthlyIncome,EstimatedEMI,EMIBurden,CollateralCoverage,IncomePerLoan,CreditQuality
2051,63,30,644,1332368,2275879,14.53,12,2,0.16,3250824,0,1.7081459476661103,111030.66666666667,189656.58333333334,1.7081459476661103,1.4283817373419236,444122.6666666667,0.7576470588235295
2052,64,19,535,2949627,2754927,16.38,180,2,0.82,1597540,0,0.9339916538599626,245802.25,15305.15,0.062266110257330844,0.5798846938594017,983209.0,0.6294117647058823
2053,65,5,320,1809541,100736,12.29,48,4,0.2,112442,0,0.055669365877866264,150795.08333333334,2098.6666666666665,0.013917341469466564,1.1162047331639136,361908.2,0.3764705882352941
2054,30,7,479,2870371,280677,10.71,60,3,0.44,3299841,0,0.0977842237118477,239197.58333333334,4677.95,0.019556844742369538,11.756720358276596,717592.75,0.5635294117647058
2055,35,6,327,2856624,4863468,8.12,36,2,0.6,7501163,1,1.7025229781728362,238052.0,135096.33333333334,0.5675076593909454,1.5423485874688596,952208.0,0.3847058823529412
2056,36,11,314,437477,3049479,15.39,60,1,0.3,8594538,0,6.970604168904879,36456.416666666664,50824.65,1.394120833780976,2.818362743275163,218738.5,0.36941176470588233
2057,25,2,817,432651,2316315,10.06,24,3,0.29,7842503,0,5.3537724401422855,36054.25,96513.125,2.6768862200711427,3.385767048091473,108162.75,0.9611764705882353
2058,55,28,579,972507,4357778,10.73,48,5,0.23,7471470,1,4.480973401733869,81042.25,90787.04166666667,1.1202433504334675,1.7145136810548862,162084.5,0.6811764705882353
2059,52,29,601,1427396,3137540,11.79,48,5,0.42,1151969,1,2.198086585642667,118949.66666666667,65365.416666666664,0.5495216464106667,0.3671567533800366,237899.33333333334,0.7070588235294117
2060,61,23,744,907298,3205899,13.41,36,5,0.13,9926661,0,3.5334575850492342,75608.16666666667,89052.75,1.1778191950164112,3.0963735913077737,151216.33333333334,0.8752941176470588
2061,47,19,831,738158,1197399,17.16,48,3,0.54,4651617,0,1.6221445815123592,61513.166666666664,24945.8125,0.4055361453780898,3.884767734063583,184539.5,0.9776470588235294
2062,53,23,524,1437877,4734919,12.86,120,4,0.59,897724,1,3.2929930724255274,119823.08333333333,39457.65833333333,0.32929930724255274,0.18959648517746555,287575.4,0.6164705882352941
2063,27,3,491,283040,3120741,13.41,180,4,0.49,5712598,1,11.025794940644431,23586.666666666668,17337.45,0.7350529960429621,1.8305261474758718,56608.0,0.5776470588235294
2064,25,2,473,796170,1590897,8.76,48,1,0.32,2463966,0,1.998187573005765,66347.5,33143.6875,0.49954689325144125,1.5487903993784637,398085.0,0.5564705882352942
2065,64,18,692,1711554,3706150,11.56,360,5,0.76,4081305,1,2.1653713525836755,142629.5,10294.861111111111,0.07217904508612251,1.1012249908935148,285259.0,0.8141176470588235
2066,29,6,459,1981706,3503919,17.29,24,3,0.74,8604424,1,1.7681326089742877,165142.16666666666,145996.625,0.884066304487144,2.4556572226698163,495426.5,0.54
2067,63,25,556,871695,2262824,15.47,24,5,0.82,8736278,1,2.595889617354694,72641.25,94284.33333333333,1.2979448086773469,3.860785460999176,145282.5,0.6541176470588236
2068,51,19,495,2174745,656635,15.53,24,3,0.42,5648268,0,0.3019365488827426,181228.75,27359.791666666668,0.1509682744413713,8.60183815970821,543686.25,0.5823529411764706
2069,47,26,507,500596,3320180,14.99,12,5,0.39,3630108,1,6.632454114695284,41716.333333333336,276681.6666666667,6.632454114695284,1.093346746260745,83432.66666666667,0.5964705882352941
2070,61,27,510,297682,1703527,9.71,48,3,0.61,6564343,1,5.722640267130696,24806.833333333332,35490.145833333336,1.4306600667826743,3.8533835976770545,74420.5,0.6
2071,56,14,690,800629,3857432,13.51,36,3,0.53,8309063,0,4.818001846048545,66719.08333333333,107150.88888888889,1.606000615349515,2.154040045294382,200157.25,0.8117647058823529
2072,29,6,657,426068,844668,11.25,240,5,0.84,5423541,1,1.9824722814198672,35505.666666666664,3519.45,0.09912361407099336,6.42091448947989,71011.33333333333,0.7729411764705882
2073,26,2,521,658183,3102217,17.94,360,2,0.18,2204185,0,4.713304658430862,54848.583333333336,8617.269444444444,0.15711015528102873,0.7105192834672752,219394.33333333334,0.6129411764705882
2074,57,31,811,2797715,1846081,14.44,60,3,0.26,952870,0,0.6598531301437066,233142.91666666666,30768.016666666666,0.13197062602874132,0.5161582834122663,699428.75,0.9541176470588235
2075,59,14,715,1899450,4855360,7.32,180,0,0.73,6804785,0,2.556192582063229,158287.5,26974.222222222223,0.17041283880421526,1.4014995798457788,1899450.0,0.8411764705882353
2076,46,4,756,635430,4200136,14.74,36,3,0.82,261711,1,6.609911398580489,52952.5,116670.44444444444,2.2033037995268296,0.06231012519594604,158857.5,0.8894117647058823
2077,54,9,331,1184787,3395293,7.13,120,2,0.11,2770884,0,2.865741268261721,98732.25,28294.108333333334,0.2865741268261721,0.8160956948339951,394929.0,0.38941176470588235
2078,54,13,435,412536,1810632,17.1,360,4,0.3,7547660,1,4.3890278666589095,34378.0,5029.533333333334,0.14630092888863033,4.1685223722987335,82507.2,0.5117647058823529
2079,32,1,624,2363788,2115277,12.29,360,0,0.87,3830976,0,0.8948674754250381,196982.33333333334,5875.769444444444,0.029828915847501268,1.8110989719076982,2363788.0,0.7341176470588235
2080,41,5,809,1457834,4955333,16.24,360,2,0.66,9382708,0,3.3991064826310815,121486.16666666667,13764.81388888889,0.11330354942103606,1.8934566052372261,485944.6666666667,0.951764705882353
2081,65,34,472,1800710,3547784,10.38,360,2,0.72,5549475,1,1.970213971155822,150059.16666666666,9854.955555555556,0.06567379903852741,1.5642088131633718,600236.6666666666,0.5552941176470588
2082,34,8,741,411484,3551720,9.89,180,3,0.81,9106666,0,8.63148992427409,34290.333333333336,19731.777777777777,0.5754326616182727,2.5640157444843625,102871.0,0.8717647058823529
2083,59,35,302,2792279,328785,10.82,120,2,0.36,3476341,0,0.1177479041313565,232689.91666666666,2739.875,0.011774790413135651,10.573295618717399,930759.6666666666,0.3552941176470588
2084,34,4,518,2640671,531792,16.28,48,3,0.76,8521657,0,0.20138517823689508,220055.91666666666,11079.0,0.05034629455922378,16.024417441405664,660167.75,0.6094117647058823
2085,46,2,601,1289137,1199613,12.37,24,2,0.67,6021975,0,0.9305550922826666,107428.08333333333,49983.875,0.4652775461413333,5.019931427885493,429712.3333333333,0.7070588235294117
2086,65,25,457,610014,557470,16.8,24,5,0.66,1059097,1,0.9138642719675286,50834.5,23227.916666666668,0.4569321359837643,1.8998277934238614,101669.0,0.5376470588235294
2087,36,1,363,392698,4945727,17.27,60,5,0.89,1306388,1,12.594225078813745,32724.833333333332,82428.78333333334,2.518845015762749,0.264144785994051,65449.666666666664,0.42705882352941177
2088,21,0,479,1048145,2116087,7.57,48,4,0.86,8846305,1,2.0188876539028473,87345.41666666667,44085.145833333336,0.5047219134757118,4.180501557828199,209629.0,0.5635294117647058
2089,63,16,493,626392,3988335,11.68,24,1,0.31,7190479,0,6.367155072223144,52199.333333333336,166180.625,3.183577536111572,1.802877391192064,313196.0,0.58
2090,57,20,775,2841632,4154705,15.51,360,3,0.21,4422316,0,1.4620841122284658,236802.66666666666,11540.847222222223,0.0487361370742822,1.0644115526854494,710408.0,0.9117647058823529
2091,62,5,530,590766,2860173,15.05,24,2,0.11,3705812,0,4.841465148637532,49230.5,119173.875,2.420732574318766,1.295660087693996,196922.0,0.6235294117647059
2092,48,2,654,459283,3869816,8.48,240,5,0.83,5257660,1,8.425776699768988,38273.583333333336,16124.233333333334,0.4212888349884494,1.3586330719600106,76547.16666666667,0.7694117647058824
2093,32,3,427,2900616,4411629,12.68,240,1,0.71,3951941,1,1.5209283131583085,241718.0,18381.7875,0.07604641565791542,0.895800848167423,1450308.0,0.5023529411764706
2094,43,13,321,2341975,1287348,17.67,360,0,0.48,8819749,0,0.5496847746026324,195164.58333333334,3575.9666666666667,0.018322825820087745,6.851099314249138,2341975.0,0.3776470588235294
2095,61,1,802,2649511,2330070,14.31,48,1,0.14,8451931,0,0.879433978571895,220792.58333333334,48543.125,0.21985849464297375,3.627329221868871,1324755.5,0.9435294117647058
2096,62,34,736,1086510,1782181,8.26,180,5,0.46,5198689,0,1.640280347166616,90542.5,9901.005555555555,0.10935202314444106,2.9170376072912907,181085.0,0.8658823529411764
2097,58,9,784,2200773,1478768,17.63,12,2,0.38,1993610,0,0.6719311805442906,183397.75,123230.66666666667,0.6719311805442906,1.3481560325892905,733591.0,0.9223529411764706
2098,22,1,627,1219763,1620525,13.4,36,0,0.53,5728565,1,1.3285572689120755,101646.91666666667,45014.583333333336,0.44285242297069183,3.5350056308912237,1219763.0,0.7376470588235294
2099,61,31,619,1060556,3269430,12.23,360,3,0.29,2173476,0,3.082750934415533,88379.66666666667,9081.75,0.10275836448051776,0.6647874400124792,265139.0,0.7282352941176471
2100,44,20,660,1303495,2994203,14.72,60,1,0.28,3973101,0,2.2970575261124897,108624.58333333333,49903.38333333333,0.45941150522249796,1.3269310731436712,651747.5,0.7764705882352941
2101,57,27,650,659836,2236010,17.42,36,1,0.84,6432727,0,3.388735988942707,54986.333333333336,62111.38888888889,1.1295786629809024,2.8768775631593777,329918.0,0.7647058823529411
2102,36,8,447,1770255,2346226,14.03,240,4,0.76,1042511,1,1.3253604706666553,147521.25,9775.941666666668,0.06626802353333278,0.44433528568859093,354051.0,0.5258823529411765
2103,55,8,815,2526953,1488343,11.6,360,2,0.13,1619816,0,0.5889872110799054,210579.41666666666,4134.2861111111115,0.019632907035996846,1.0883351485511068,842317.6666666666,0.9588235294117647
2104,28,3,343,390236,2706093,12.2,120,3,0.53,6304041,1,6.934503736200658,32519.666666666668,22550.775,0.6934503736200658,2.3295729304203516,97559.0,0.40352941176470586
2105,48,10,766,2618969,411291,8.89,180,4,0.77,3534626,0,0.15704309596638982,218247.41666666666,2284.95,0.010469539731092655,8.593978472662908,523793.8,0.9011764705882352
2106,47,9,356,2640888,3477408,11.61,60,4,0.7,5127122,1,1.316757090796732,220074.0,57956.8,0.26335141815934643,1.4744091001113473,528177.6,0.4188235294117647
2107,49,23,599,1438919,812514,12.03,240,4,0.18,7308593,0,0.5646697277609094,119909.91666666667,3385.475,0.02823348638804547,8.99503639321907,287783.8,0.7047058823529412
2108,33,11,381,2242620,4166367,10.47,360,3,0.69,5189073,1,1.8578122909810846,186885.0,11573.241666666667,0.06192707636603616,1.2454670939934,560655.0,0.44823529411764707
2109,55,25,835,1681242,2290048,16.17,36,5,0.47,6938488,0,1.3621168160205372,140103.5,63612.444444444445,0.4540389386735124,3.0298439159353867,280207.0,0.9823529411764705
2110,46,24,345,1908255,3045589,15.9,360,4,0.66,4090288,1,1.5960073470264717,159021.25,8459.969444444445,0.0532002449008824,1.343020348444915,381651.0,0.40588235294117647
2111,23,1,336,1843204,4967464,14.46,12,2,0.19,8877779,0,2.6950158528301804,153600.33333333334,413955.3333333333,2.6950158528301804,1.7871853726569533,614401.3333333334,0.3952941176470588
2112,36,2,734,2691991,3722896,9.45,180,2,0.89,8662707,0,1.3829526175979043,224332.58333333334,20682.755555555555,0.09219684117319361,2.3268732191283346,897330.3333333334,0.8635294117647059
2113,33,6,364,330663,3446224,7.39,48,2,0.82,9640764,1,10.422163955447086,27555.25,71796.33333333333,2.6055409888617715,2.797486176174271,110221.0,0.42823529411764705
2114,36,8,454,1285407,2119936,15.94,12,0,0.17,9369984,0,1.6492332778645207,107117.25,176661.33333333334,1.649233277864521,4.419937205651491,1285407.0,0.5341176470588235
2115,48,13,358,1933307,1697192,13.8,12,0,0.51,5824395,0,0.8778698882277879,161108.91666666666,141432.66666666666,0.8778698882277879,3.431783204257385,1933307.0,0.4211764705882353
2116,22,1,422,423836,3497915,14.75,240,2,0.26,374236,1,8.252991723213697,35319.666666666664,14574.645833333334,0.4126495861606848,0.10698830589079494,141278.66666666666,0.4964705882352941
2117,65,9,567,279913,4701893,9.91,48,0,0.62,3120491,1,16.79769428358097,23326.083333333332,97956.10416666667,4.1994235708952425,0.6636669528634531,279913.0,0.6670588235294118
2118,37,15,633,1392050,3055878,7.26,60,5,0.78,7005630,1,2.195235803311663,116004.16666666667,50931.3,0.4390471606623325,2.2925097140658104,232008.33333333334,0.7447058823529412
2119,62,6,743,925677,290072,14.73,36,1,0.19,6564357,0,0.3133620042412202,77139.75,8057.555555555556,0.10445400141374007,22.630095286687443,462838.5,0.8741176470588236
2120,59,2,518,1328800,1475226,14.85,36,2,0.11,8953906,0,1.1101941601444913,110733.33333333333,40978.5,0.37006472004816376,6.069514772651783,442933.3333333333,0.6094117647058823
2121,57,26,798,1243593,1665055,15.99,180,1,0.66,2117793,0,1.3389067001824553,103632.75,9250.305555555555,0.08926044667883033,1.2719057328436598,621796.5,0.9388235294117647
2122,41,14,656,577322,3903059,9.95,240,4,0.38,8454912,0,6.760627518092156,48110.166666666664,16262.745833333332,0.3380313759046078,2.1662270542156805,115464.4,0.7717647058823529
2123,26,0,837,1249630,1149339,7.43,60,5,0.46,6134752,0,0.9197434440594416,104135.83333333333,19155.65,0.18394868881188833,5.3376349362546645,208271.66666666666,0.9847058823529412
2124,51,1,693,1833846,2522886,9.52,360,2,0.3,8584065,0,1.3757349308502458,152820.5,7008.016666666666,0.045857831028341525,3.4024783521728685,611282.0,0.8152941176470588
2125,31,1,755,2863579,2904002,15.89,24,4,0.41,9435111,0,1.0141162510271238,238631.58333333334,121000.08333333333,0.5070581255135619,3.249002927683934,572715.8,0.888235294117647
2126,36,5,345,2901270,2851895,17.23,60,5,0.46,612184,1,0.9829815908205717,241772.5,47531.583333333336,0.19659631816411435,0.21465867432005736,483545.0,0.40588235294117647
2127,63,10,357,383424,2107402,17.89,360,1,0.15,1263887,0,5.496270447337674,31952.0,5853.894444444444,0.18320901491125577,0.599737022172324,191712.0,0.42
2128,38,14,417,981462,2343307,7.75,12,0,0.15,7042850,0,2.387567730589671,81788.5,195275.58333333334,2.3875677305896716,3.0055174161985603,981462.0,0.49058823529411766
2129,29,1,337,583553,607138,15.97,180,1,0.62,273428,1,1.040416208981875,48629.416666666664,3372.988888888889,0.06936108059879166,0.45035560284482273,291776.5,0.39647058823529413
2130,53,4,829,285387,4872793,16.89,240,3,0.62,6640465,0,17.07433414976856,23782.25,20303.304166666665,0.8537167074884279,1.3627636142146813,71346.75,0.9752941176470589
2131,50,24,718,2416207,1610833,16.89,180,2,0.67,3042153,0,0.6666783930350338,201350.58333333334,8949.072222222223,0.04444522620233559,1.8885589008916506,805402.3333333334,0.8447058823529412
2132,55,26,344,558639,279905,13.36,120,5,0.7,3290919,1,0.5010480829301213,46553.25,2332.5416666666665,0.05010480829301212,11.75727121702006,93106.5,0.4047058823529412
2133,56,29,418,1407971,1068810,14.23,60,0,0.53,8868633,0,0.7591136465168672,117330.91666666667,17813.5,0.15182272930337343,8.297670306228422,1407971.0,0.49176470588235294
2134,46,1,474,1138588,4998292,8.29,48,1,0.34,6761116,0,4.389903986340976,94882.33333333333,104131.08333333333,1.097475996585244,1.3526852772907225,569294.0,0.5576470588235294
2135,65,1,439,537276,385825,12.46,120,5,0.46,8152629,0,0.7181132229989801,44773.0,3215.2083333333335,0.071811322299898,21.130380353787338,89546.0,0.5164705882352941
2136,28,7,778,2720511,2633471,11.39,360,2,0.85,3079729,0,0.968006010635502,226709.25,7315.197222222222,0.0322668670211834,1.1694562043781762,906837.0,0.9152941176470588
2137,58,21,393,1743380,2078942,17.74,48,1,0.42,6920937,0,1.1924778304213655,145281.66666666666,43311.291666666664,0.29811945760534136,3.329066900375287,871690.0,0.4623529411764706
2138,41,0,682,2231485,3074716,8.71,120,1,0.79,9814606,0,1.377878856456575,185957.08333333334,25622.633333333335,0.1377878856456575,3.192036597851639,1115742.5,0.8023529411764706
2139,64,7,677,2433672,1474664,13.96,120,2,0.51,7599353,0,0.6059419675289028,202806.0,12288.866666666667,0.06059419675289028,5.153277627988477,811224.0,0.7964705882352942
2140,33,12,395,2659148,2904110,16.01,180,3,0.89,7624193,1,1.0921204837038028,221595.66666666666,16133.944444444445,0.0728080322469202,2.625311369059712,664787.0,0.4647058823529412
2141,36,14,438,1922014,3087972,16.98,24,4,0.51,920593,1,1.6066334584451518,160167.83333333334,128665.5,0.8033167292225758,0.29812219799920464,384402.8,0.5152941176470588
2142,54,33,784,2543043,1938901,17.25,360,3,0.38,2030493,0,0.7624334311295562,211920.25,5385.836111111111,0.025414447704318537,1.047239131858718,635760.75,0.9223529411764706
2143,44,12,384,1100073,846698,14.04,36,0,0.84,9156895,0,0.769674376155037,91672.75,23519.38888888889,0.2565581253850123,10.814830081091488,1100073.0,0.45176470588235296
2144,53,30,796,393865,4729141,11.54,36,0,0.67,9775974,0,12.007010016122276,32822.083333333336,131365.02777777778,4.002336672040758,2.0671775275890485,393865.0,0.9364705882352942
2145,51,12,352,2218729,4739354,13.64,240,3,0.56,5445051,1,2.136067090663168,184894.08333333334,19747.308333333334,0.1068033545331584,1.1489015169577963,554682.25,0.41411764705882353
2146,31,0,351,917604,284082,8.03,48,3,0.78,2123878,0,0.30959106542691617,76467.0,5918.375,0.07739776635672904,7.476285016298111,229401.0,0.41294117647058826
2147,57,8,591,1015464,321863,15.45,180,5,0.72,6276122,1,0.3169615072518573,84622.0,1788.1277777777777,0.021130767150123818,19.499358422682942,169244.0,0.6952941176470588
2148,41,18,671,791777,4826247,14.36,240,2,0.19,7226096,0,6.095462485017878,65981.41666666667,20109.3625,0.30477312425089387,1.4972495191398203,263925.6666666667,0.7894117647058824
2149,58,12,473,2132400,4056116,8.4,60,5,0.58,8710598,1,1.9021365597448885,177700.0,67601.93333333333,0.38042731194897766,2.1475219150537113,355400.0,0.5564705882352942
2150,24,1,402,1297202,3717523,10.04,120,2,0.46,9737919,0,2.8658011628104183,108100.16666666667,30979.358333333334,0.2865801162810418,2.6194643583913266,432400.6666666667,0.47294117647058825
2151,35,4,616,918744,3606823,13.69,24,4,0.31,8697436,1,3.9258193795007097,76562.0,150284.29166666666,1.9629096897503546,2.4113842015535556,183748.8,0.7247058823529412
2152,60,13,578,1058625,1246134,16.2,240,0,0.89,2728459,1,1.1771250442791357,88218.75,5192.225,0.05885625221395679,2.1895390062384945,1058625.0,0.68
2153,54,30,394,1466658,1917058,14.78,12,2,0.22,2931955,0,1.3070927237297312,122221.5,159754.83333333334,1.3070927237297312,1.5294033878995836,488886.0,0.46352941176470586
2154,61,17,702,1132906,971621,13.06,36,4,0.16,4877529,0,0.8576360262899129,94408.83333333333,26989.472222222223,0.285878675429971,5.01999133406956,226581.2,0.8258823529411765
2155,36,9,521,2651468,4746570,13.25,24,3,0.25,6878877,0,1.7901668057091393,220955.66666666666,197773.75,0.8950834028545697,1.449231129004734,662867.0,0.6129411764705882
2156,64,34,739,2539126,1343378,14.81,48,3,0.11,1707178,0,0.5290710268021358,211593.83333333334,27987.041666666668,0.13226775670053395,1.2708098539651536,634781.5,0.8694117647058823
2157,57,10,834,1222197,4351285,15.72,36,3,0.13,5647846,0,3.560215742633962,101849.75,120869.02777777778,1.1867385808779873,1.2979719783925898,305549.25,0.9811764705882353
2158,38,11,573,1637680,3812902,15.02,24,4,0.49,8544785,1,2.328233842997411,136473.33333333334,158870.91666666666,1.1641169214987053,2.241018783068644,327536.0,0.6741176470588235
2159,52,26,302,251883,2183217,16.2,180,4,0.42,3177621,1,8.667583759126261,20990.25,12128.983333333334,0.5778389172750841,1.4554764826400675,50376.6,0.3552941176470588
2160,27,2,397,1292851,1858236,16.36,360,5,0.27,6683774,1,1.437316442498014,107737.58333333333,5161.766666666666,0.047910548083267133,3.5968380765414083,215475.16666666666,0.46705882352941175
2161,35,8,787,1677191,195856,13.18,360,2,0.22,5308771,0,0.11677620497605819,139765.91666666666,544.0444444444445,0.0038925401658686065,27.105480557144023,559063.6666666666,0.9258823529411765
2162,48,4,767,2742119,2269708,8.53,180,5,0.57,8014408,0,0.8277204599800373,228509.91666666666,12609.488888888889,0.05518136399866916,3.531030423296741,457019.8333333333,0.9023529411764706
2163,36,15,769,1709244,3252173,9.21,240,0,0.87,746912,1,1.9026967478019523,142437.0,13550.720833333333,0.0951348373900976,0.22966551902374197,1709244.0,0.9047058823529411
2164,61,38,788,2507091,4695763,9.9,120,5,0.37,765662,1,1.872992643665507,208924.25,39131.35833333333,0.1872992643665507,0.16305379977652193,417848.5,0.9270588235294117
2165,44,14,506,1342787,3302277,9.09,48,5,0.58,4267096,1,2.4592709044695846,111898.91666666667,68797.4375,0.6148177261173962,1.2921677981586646,223797.83333333334,0.5952941176470589
2166,47,14,590,2982706,2772770,10.74,60,0,0.8,2899684,0,0.9296155906750447,248558.83333333334,46212.833333333336,0.18592311813500895,1.0457715569628927,2982706.0,0.6941176470588235
2167,40,8,753,655297,1232794,12.29,48,5,0.35,3166151,0,1.8812752080354405,54608.083333333336,25683.208333333332,0.47031880200886006,2.568272558107843,109216.16666666667,0.8858823529411765
2168,54,24,559,2737999,4130208,12.38,24,1,0.16,2947747,0,1.5084768109849565,228166.58333333334,172092.0,0.7542384054924782,0.7137042492775182,1368999.5,0.6576470588235294
2169,51,20,518,1152120,2922851,8.53,120,4,0.55,1603070,1,2.5369327847793635,96010.0,24357.091666666667,0.2536932784779363,0.548461074478309,230424.0,0.6094117647058823
2170,35,11,702,668208,4531607,14.51,60,0,0.45,6722750,0,6.781731137609846,55684.0,75526.78333333334,1.3563462275219693,1.483524498042306,668208.0,0.8258823529411765
2171,60,9,463,483306,4593111,13.82,12,0,0.17,2194774,1,9.503525716626733,40275.5,382759.25,9.503525716626733,0.4778404005476898,483306.0,0.5447058823529412
2172,51,10,774,2453983,2699427,9.26,240,3,0.3,5184551,0,1.1000186227858955,204498.58333333334,11247.6125,0.055000931139294766,1.9206116705508243,613495.75,0.9105882352941177
2173,29,2,320,2782752,4143527,9.75,48,2,0.75,5619453,1,1.4890033319534044,231896.0,86323.47916666667,0.3722508329883511,1.3562004060791688,927584.0,0.3764705882352941
2174,21,0,737,944190,4228518,17.2,180,1,0.23,7035934,0,4.478460902996219,78682.5,23491.766666666666,0.2985640601997479,1.6639243347196346,472095.0,0.8670588235294118
2175,23,0,588,2957325,1133737,17.13,12,1,0.77,9293169,0,0.3833657105661366,246443.75,94478.08333333333,0.3833657105661366,8.196935444463751,1478662.5,0.691764705882353
2176,63,0,717,1585545,1963456,8.38,24,5,0.33,6934187,0,1.2383476974794156,132128.75,81810.66666666667,0.6191738487397078,3.531623321327292,264257.5,0.8435294117647059
2177,45,19,694,706579,2402240,17.59,48,3,0.25,4470679,0,3.3998179962891624,58881.583333333336,50046.666666666664,0.8499544990722905,1.8610459404555748,176644.75,0.8164705882352942
2178,59,30,689,2325201,570166,10.24,48,5,0.59,8383033,0,0.24521148924329553,193766.75,11878.458333333334,0.06130287231082388,14.702793572398214,387533.5,0.8105882352941176
2179,55,32,304,2285978,2617040,9.84,120,4,0.58,1728053,1,1.1448229160560601,190498.16666666666,21808.666666666668,0.11448229160560601,0.6603082108030447,457195.6,0.35764705882352943
2180,30,6,763,2482063,3394904,15.15,120,2,0.33,6758236,0,1.3677751128798907,206838.58333333334,28290.866666666665,0.13677751128798904,1.9907001788563092,827354.3333333334,0.8976470588235295
2181,41,16,343,2227463,2005629,9.53,360,5,0.37,4130442,0,0.9004095690927302,185621.91666666666,5571.191666666667,0.030013652303091005,2.0594247490438162,371243.8333333333,0.40352941176470586
2182,55,12,666,2214683,3298024,15.62,180,4,0.44,1085488,1,1.4891630088820837,184556.91666666666,18322.355555555554,0.09927753392547226,0.32913283832986057,442936.6,0.7835294117647059
2183,47,15,561,1850331,3621541,11.86,24,3,0.18,3283254,0,1.957239542546712,154194.25,150897.54166666666,0.9786197712733559,0.9065903161112907,462582.75,0.66
2184,48,16,769,2689163,2751289,10.37,240,3,0.62,6742290,0,1.0231023556400263,224096.91666666666,11463.704166666666,0.05115511778200132,2.450593158334148,672290.75,0.9047058823529411
2185,43,16,304,2365167,3498141,12.72,180,2,0.34,9767209,0,1.479024948344028,197097.25,19434.116666666665,0.0986016632229352,2.7921141543465513,788389.0,0.35764705882352943
2186,58,1,435,1000907,3360004,13.59,120,5,0.55,6421909,1,3.3569592379711604,83408.91666666667,28000.033333333333,0.335695923797116,1.9112801651426605,166817.83333333334,0.5117647058823529
2187,40,9,664,2937238,1478983,12.91,48,1,0.69,5872984,0,0.5035284849235915,244769.83333333334,30812.145833333332,0.12588212123089787,3.970961126666094,1468619.0,0.7811764705882352
2188,55,16,573,325264,4398690,8.98,60,1,0.43,1735604,1,13.523445570367455,27105.333333333332,73311.5,2.704689114073491,0.3945729296676965,162632.0,0.6741176470588235
2189,41,8,418,2999103,2743557,13.25,180,3,0.45,1237891,0,0.9147925229643663,249925.25,15241.983333333334,0.060986168197624424,0.45119930076174836,749775.75,0.49176470588235294
2190,36,7,560,2840193,4124823,15.35,36,0,0.32,6130715,0,1.4523037694973546,236682.75,114578.41666666667,0.4841012564991182,1.4862977150777137,2840193.0,0.6588235294117647
2191,33,7,756,2030032,3553116,10.27,120,1,0.15,73311,0,1.7502758577204693,169169.33333333334,29609.3,0.17502758577204694,0.020632875481689874,1015016.0,0.8894117647058823
2192,46,3,371,1624556,3447169,11.98,48,4,0.86,1278571,1,2.1219145415732052,135379.66666666666,71816.02083333333,0.5304786353933013,0.37090464668253864,324911.2,0.4364705882352941
2193,50,17,742,585032,1508097,8.99,48,1,0.32,3150698,0,2.5778025817391184,48752.666666666664,31418.6875,0.6444506454347797,2.0891878970649764,292516.0,0.8729411764705882
2194,56,15,782,2013737,3184942,10.24,12,4,0.87,4292433,1,1.5816077273248692,167811.41666666666,265411.8333333333,1.5816077273248692,1.347727211358951,402747.4,0.92
2195,50,23,700,2427251,2917129,9.97,12,3,0.67,1301621,1,1.2018242035949311,202270.91666666666,243094.08333333334,1.2018242035949311,0.4461993281750653,606812.75,0.8235294117647058
2196,22,0,430,1487505,548474,8.16,360,2,0.16,4596707,0,0.36872077740915155,123958.75,1523.5388888888888,0.012290692580305051,8.38090228524962,495835.0,0.5058823529411764
2197,55,12,746,2706630,4898118,12.26,360,3,0.12,9629360,0,1.809674022677647,225552.5,13605.883333333333,0.06032246742258824,1.9659305880340163,676657.5,0.8776470588235294
2198,47,23,819,1036419,1533265,13.13,120,4,0.63,7334506,1,1.4793871976488273,86368.25,12777.208333333334,0.14793871976488274,4.783586659840275,207283.8,0.9635294117647059
2199,56,7,367,2049104,412111,12.24,120,1,0.54,6609758,0,0.201117659230571,170758.66666666666,3434.258333333333,0.020111765923057103,16.038780813906932,1024552.0,0.43176470588235294
2200,30,1,361,1118199,4167795,12.57,12,3,0.57,1334978,1,3.727239069253326,93183.25,347316.25,3.727239069253326,0.32030798059885385,279549.75,0.42470588235294116
2201,46,5,535,1164603,1148536,11.73,24,3,0.66,3044117,0,0.9862038823530422,97050.25,47855.666666666664,0.49310194117652106,2.6504323765210667,291150.75,0.6294117647058823
2202,41,2,568,1106706,4915752,12.93,36,0,0.51,3330917,1,4.441786707580875,92225.5,136548.66666666666,1.480595569193625,0.6776007007676547,1106706.0,0.668235294117647
2203,53,16,722,1164686,2415508,17.27,180,1,0.65,26813,1,2.073956414003431,97057.16666666667,13419.488888888889,0.13826376093356205,0.011100356529558172,582343.0,0.8494117647058823
2204,57,10,323,1791660,1532650,17.99,120,5,0.18,8615969,0,0.8554357411562462,149305.0,12772.083333333334,0.08554357411562462,5.621615502560924,298610.0,0.38
2205,62,24,661,2776463,2588104,16.89,12,0,0.77,7065858,0,0.9321586493319017,231371.91666666666,215675.33333333334,0.9321586493319018,2.7301290829116605,2776463.0,0.7776470588235294
